food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Fast Food,Reuben d'Arby's,100g,208 cal,874 kJ,1 sandwich (308 g),641 cal,2692 kJ,1 once (28 g),58 cal,245 kJ
Fast Food,Rôti de boeuf classique d'Arby's,100g,234 cal,983 kJ,1 burger (154 g),360 cal,1514 kJ,1 once (28 g),66 cal,275 kJ
Fast Food,Rôti de boeuf Arby's Max,100g,234 cal,983 kJ,1 burger (154 g),360 cal,1514 kJ,1 once (28 g),66 cal,275 kJ
Fast Food,Burrito aux haricots,100g,200 cal,840 kJ,1 burrito (190 g),380 cal,1596 kJ,1 once (28 g),56 cal,235 kJ
Fast Food,Saucisse à griller,100g,333 cal,1399 kJ,1 part (85 g),283 cal,1189 kJ,1 once (28 g),93 cal,392 kJ
Fast Food,Burger King Angry Whopper,100g,255 cal,1071 kJ,1 burger (290 g),740 cal,3106 kJ,1 once (28 g),71 cal,300 kJ
Fast Food,Burger King Double Whopper,100g,239 cal,1004 kJ,1 burger (374 g),894 cal,3755 kJ,1 once (28 g),67 cal,281 kJ
Fast Food,Burger King Double Whopper avec fromage,100g,249 cal,1046 kJ,1 sandwich (399 g),994 cal,4174 kJ,1 once (28 g),70 cal,293 kJ
Fast Food,Sandwich au poulet original de Burger King,100g,301 cal,1264 kJ,1 sandwich (219 g),659 cal,2768 kJ,1 once (28 g),84 cal,354 kJ
Fast Food,Sandwich au poisson d'Alaska de première qualité de Burger King,100g,259 cal,1088 kJ,1 burger (228 g),591 cal,2481 kJ,1 once (28 g),73 cal,305 kJ
Fast Food,Burger King Triple Whopper,100g,269 cal,1130 kJ,1 burger (547 g),1471 cal,6181 kJ,1 once (28 g),75 cal,316 kJ
Fast Food,Burger King Whopper,100g,231 cal,970 kJ,1 burger (291 g),672 cal,2823 kJ,1 once (28 g),65 cal,272 kJ
Fast Food,Burger King Whopper Jr.,100g,234 cal,983 kJ,1 burger (148 g),346 cal,1455 kJ,1 once (28 g),66 cal,275 kJ
Fast Food,Burger King Whopper avec fromage,100g,241 cal,1012 kJ,1 burger (315 g),759 cal,3188 kJ,1 once (28 g),67 cal,283 kJ
Fast Food,Cheeseburger,100g,263 cal,1105 kJ,1 burger (156 g),410 cal,1724 kJ,1 once (28 g),74 cal,309 kJ
Fast Food,Fajita de poulet,100g,147 cal,617 kJ,1 sandwich (222 g),326 cal,1370 kJ,1 once (28 g),41 cal,173 kJ
Fast Food,McNuggets de poulet,100g,302 cal,1268 kJ,1 nugget (16 g),48 cal,203 kJ,1 once (28 g),85 cal,355 kJ
Fast Food,Nuggets de poulet,100g,296 cal,1243 kJ,1 part (20 g),59 cal,249 kJ,1 once (28 g),83 cal,348 kJ
Fast Food,Poulet Pizziola,100g,141 cal,592 kJ,1 sandwich (320 g),451 cal,1894 kJ,1 once (28 g),39 cal,166 kJ
Fast Food,Sandwich au poulet,100g,241 cal,1012 kJ,1 sandwich (170 g),410 cal,1720 kJ,1 once (28 g),67 cal,283 kJ
Fast Food,Sandwich au poulet Teriyaki,100g,138 cal,580 kJ,1 sandwich (266 g),367 cal,1543 kJ,1 once (28 g),39 cal,162 kJ
Fast Food,Chop Suey,100g,172 cal,722 kJ,1 portion (340 g),585 cal,2455 kJ,1 once (28 g),48 cal,202 kJ
Fast Food,Frites frisées,100g,311 cal,1306 kJ,1 portion (128 g),398 cal,1672 kJ,1 once (28 g),87 cal,366 kJ
Fast Food,Double Cheeseburger,100g,267 cal,1121 kJ,1 burger (155 g),414 cal,1738 kJ,1 once (28 g),75 cal,314 kJ
Fast Food,Egg Roll,100g,250 cal,1050 kJ,1 rouleau (80 g),200 cal,840 kJ,1 once (28 g),70 cal,294 kJ
Fast Food,Falafel,100g,335 cal,1407 kJ,1 pâté (17 g),57 cal,239 kJ,1 once (28 g),94 cal,394 kJ
Fast Food,Filet-o-Fish,100g,282 cal,1184 kJ,1 sandwich (142 g),400 cal,1681 kJ,1 once (28 g),79 cal,332 kJ
Fast Food,Poisson et frites,100g,195 cal,819 kJ,1 portion (300 g),585 cal,2457 kJ,1 once (28 g),55 cal,229 kJ
Fast Food,Sandwich au poisson,100g,273 cal,1147 kJ,1 sandwich (158 g),431 cal,1812 kJ,1 once (28 g),76 cal,321 kJ
Fast Food,Salade de poulet grillé,100g,88 cal,370 kJ,1 salade (305 g),268 cal,1129 kJ,1 once (28 g),25 cal,104 kJ
Fast Food,Sandwich au jambon,100g,241 cal,1012 kJ,1 sandwich (146 g),352 cal,1478 kJ,1 once (28 g),67 cal,283 kJ
Fast Food,Hamburger,100g,254 cal,1067 kJ,1 sandwich (110 g),279 cal,1174 kJ,1 once (28 g),71 cal,299 kJ
Fast Food,Hot Dog,100g,269 cal,1130 kJ,1 hot dog (116 g),312 cal,1311 kJ,1 once (28 g),75 cal,316 kJ
Fast Food,Big Mac de McDonald's,100g,256 cal,1075 kJ,1 burger (219 g),561 cal,2354 kJ,1 once (28 g),72 cal,301 kJ
Fast Food,Cheeseburger McDonald's,100g,263 cal,1105 kJ,1 sandwich (114 g),300 cal,1260 kJ,1 once (28 g),74 cal,309 kJ
Fast Food,Nuggets de poulet McDonald's,100g,297 cal,1247 kJ,1 nugget (16 g),48 cal,200 kJ,1 once (28 g),83 cal,349 kJ
Fast Food,Double cheeseburger de McDonald's,100g,282 cal,1184 kJ,1 burger (155 g),437 cal,1835 kJ,1 once (28 g),79 cal,332 kJ
Fast Food,McDonald's Filet-o-Fish,100g,275 cal,1155 kJ,1 sandwich (142 g),391 cal,1640 kJ,1 once (28 g),77 cal,323 kJ
Fast Food,Poulet McChicken de McDonald's,100g,251 cal,1054 kJ,1 burger (143 g),359 cal,1507 kJ,1 once (28 g),70 cal,295 kJ
Fast Food,McDouble de McDonald's,100g,252 cal,1058 kJ,1 burger (160 g),403 cal,1693 kJ,1 once (28 g),71 cal,296 kJ
Fast Food,Le McRib de McDonald's,100g,265 cal,1113 kJ,1 sandwich (170 g),451 cal,1892 kJ,1 once (28 g),74 cal,312 kJ
Fast Food,McRib,100g,265 cal,1113 kJ,1 sandwich (170 g),451 cal,1892 kJ,1 once (28 g),74 cal,312 kJ
Fast Food,Sandwich aux boulettes de viande,100g,161 cal,676 kJ,1 sandwich (299 g),481 cal,2021 kJ,1 once (28 g),45 cal,189 kJ
Fast Food,Nachos au fromage,100g,306 cal,1285 kJ,10 nachos (188 g),575 cal,2416 kJ,1 once (28 g),86 cal,360 kJ
Fast Food,Onion rings,100g,411 cal,1726 kJ,1 ring (6.5 g),25 cal,104 kJ,1 once (28 g),115 cal,483 kJ
Fast Food,Poutine,100g,227 cal,953 kJ,1 portion (225 g),511 cal,2144 kJ,1 once (28 g),64 cal,267 kJ
Fast Food,Saumon fumé,100g,158 cal,664 kJ,1 once (28.35 g),44 cal,186 kJ,1 once (28 g),44 cal,186 kJ
Fast Food,Italien épicé,100g,219 cal,920 kJ,1 sandwich (219 g),480 cal,2015 kJ,1 once (28 g),61 cal,258 kJ
Fast Food,Sandwich Subway Club,100g,131 cal,550 kJ,1 sandwich (238 g),312 cal,1309 kJ,1 once (28 g),37 cal,154 kJ
Fast Food,Tortilla Wrap,100g,271 cal,1138 kJ,1 wrap (63 g),171 cal,717 kJ,1 once (28 g),76 cal,319 kJ
Fast Food,Burger végétarien,100g,181 cal,760 kJ,1 burger (215 g),389 cal,1634 kJ,1 once (28 g),51 cal,213 kJ
Fast Food,Délice de légumes,100g,138 cal,580 kJ,1 sandwich (166 g),229 cal,963 kJ,1 once (28 g),39 cal,162 kJ
Fast Food,Veggie Patty,100g,390 cal,1638 kJ,1 sandwich (247 g),963 cal,4046 kJ,1 once (28 g),109 cal,459 kJ
Fast Food,Wendy's Baconator,100g,304 cal,1277 kJ,1 burger (276 g),839 cal,3525 kJ,1 once (28 g),85 cal,358 kJ
Fast Food,Wendy's Jr. Bacon Cheeseburger,100g,261 cal,1096 kJ,1 burger (161 g),420 cal,1765 kJ,1 once (28 g),73 cal,307 kJ
Fast Food,Wendy's Jr. Cheeseburger,100g,225 cal,945 kJ,1 burger (129 g),290 cal,1219 kJ,1 once (28 g),63 cal,265 kJ
Fast Food,Whopper,100g,231 cal,970 kJ,1 burger (291 g),672 cal,2823 kJ,1 once (28 g),65 cal,272 kJ
Fast Food,Burger Zinger,100g,256 cal,1075 kJ,1 sandwich (202 g),517 cal,2172 kJ,1 once (28 g),72 cal,301 kJ
Fish & Seafood,Anchois,100g,131 cal,550 kJ,3 once (85 g),111 cal,468 kJ,1 once (28 g),37 cal,154 kJ
Fish & Seafood,Poisson bleu,100g,159 cal,668 kJ,1 filet (117 g),186 cal,782 kJ,1 once (28 g),45 cal,187 kJ
Fish & Seafood,Daurade,100g,135 cal,567 kJ,1 portion (125 g),169 cal,709 kJ,1 once (28 g),38 cal,159 kJ
Fish & Seafood,Poisson-beurre,100g,187 cal,785 kJ,1 filet (25 g),47 cal,196 kJ,1 once (28 g),52 cal,220 kJ
Fish & Seafood,Calamars,100g,175 cal,735 kJ,1 part (12 g),21 cal,88 kJ,1 once (28 g),49 cal,206 kJ
Fish & Seafood,Carpe,100g,162 cal,680 kJ,1 filet (170 g),275 cal,1156 kJ,1 once (28 g),45 cal,190 kJ
Fish & Seafood,Caviar,100g,264 cal,1109 kJ,1 c. à soupe (16 g),42 cal,177 kJ,1 once (28 g),74 cal,311 kJ
Fish & Seafood,Palourde,100g,148 cal,622 kJ,3 once (85 g),126 cal,529 kJ,1 once (28 g),41 cal,174 kJ
Fish & Seafood,Morue,100g,105 cal,441 kJ,1 filet (180 g),189 cal,794 kJ,1 once (28 g),29 cal,123 kJ
Fish & Seafood,Ecrevisses,100g,82 cal,344 kJ,1 poisson (12 g),10 cal,41 kJ,1 once (28 g),23 cal,96 kJ
Fish & Seafood,Écrevisses,100g,87 cal,365 kJ,3 once (85 g),74 cal,310 kJ,1 once (28 g),24 cal,102 kJ
Fish & Seafood,Anguille,100g,236 cal,991 kJ,1 once (28.4 g),66 cal,277 kJ,1 once (28 g),66 cal,277 kJ
Fish & Seafood,Doigts de poisson,100g,290 cal,1218 kJ,1 bâton (28 g),81 cal,341 kJ,1 once (28 g),81 cal,341 kJ
Fish & Seafood,Fish stick,100g,290 cal,1218 kJ,1 bâton (28 g),81 cal,341 kJ,1 once (28 g),81 cal,341 kJ
Fish & Seafood,Flet,100g,86 cal,361 kJ,1 filet (127 g),109 cal,458 kJ,1 once (28 g),24 cal,101 kJ
Fish & Seafood,Grouper,100g,118 cal,496 kJ,1 filet (202 g),238 cal,1002 kJ,1 once (28 g),33 cal,139 kJ
Fish & Seafood,Aiglefin,100g,90 cal,378 kJ,1 filet (150 g),135 cal,567 kJ,1 once (28 g),25 cal,106 kJ
Fish & Seafood,Crochet,100g,71 cal,298 kJ,1 filet (113 g),80 cal,337 kJ,1 once (28 g),20 cal,83 kJ
Fish & Seafood,Flétan,100g,111 cal,466 kJ,1/2 filet (200 g),222 cal,932 kJ,1 once (28 g),31 cal,130 kJ
Fish & Seafood,Hareng,100g,203 cal,853 kJ,1 filet (143 g),290 cal,1220 kJ,1 once (28 g),57 cal,239 kJ
Fish & Seafood,Hoki,100g,121 cal,508 kJ,1 portion (70 g),85 cal,356 kJ,1 once (28 g),34 cal,142 kJ
Fish & Seafood,Kipper,100g,217 cal,911 kJ,1 filet (40 g),87 cal,364 kJ,1 once (28 g),61 cal,255 kJ
Fish & Seafood,Ling,100g,109 cal,458 kJ,1 filet (151 g),165 cal,692 kJ,1 once (28 g),31 cal,128 kJ
Fish & Seafood,Homard,100g,89 cal,374 kJ,1 homard (150 g),134 cal,561 kJ,1 once (28 g),25 cal,105 kJ
Fish & Seafood,Maquereau,100g,262 cal,1100 kJ,1 filet (88 g),231 cal,968 kJ,1 once (28 g),73 cal,308 kJ
Fish & Seafood,Poisson-lait,100g,190 cal,798 kJ,3 once (85 g),162 cal,678 kJ,1 once (28 g),53 cal,223 kJ
Fish & Seafood,Baudroie,100g,97 cal,407 kJ,3 once (85 g),82 cal,346 kJ,1 once (28 g),27 cal,114 kJ
Fish & Seafood,Mulets,100g,150 cal,630 kJ,1 filet (93 g),140 cal,586 kJ,1 once (28 g),42 cal,176 kJ
Fish & Seafood,Moule,100g,172 cal,722 kJ,3 once (85 g),146 cal,614 kJ,1 once (28 g),48 cal,202 kJ
Fish & Seafood,Pieuvre,100g,164 cal,689 kJ,3 once (85 g),139 cal,586 kJ,1 once (28 g),46 cal,193 kJ
Fish & Seafood,Pickerel,100g,111 cal,466 kJ,1 filet (127 g),141 cal,592 kJ,1 once (28 g),31 cal,130 kJ
Fish & Seafood,Hareng mariné,100g,262 cal,1100 kJ,1 tasse (140 g),367 cal,1540 kJ,1 once (28 g),73 cal,308 kJ
Fish & Seafood,Brochet,100g,113 cal,475 kJ,1/2 filet (155 g),175 cal,736 kJ,1 once (28 g),32 cal,133 kJ
Fish & Seafood,Plie,100g,91 cal,382 kJ,1 portion (100 g),91 cal,382 kJ,1 once (28 g),25 cal,107 kJ
Fish & Seafood,Pollack,100g,111 cal,466 kJ,1/2 filet (151 g),168 cal,704 kJ,1 once (28 g),31 cal,130 kJ
Fish & Seafood,Vivaneau rouge,100g,128 cal,538 kJ,1 filet (170 g),218 cal,915 kJ,1 once (28 g),36 cal,151 kJ
Fish & Seafood,Sébaste,100g,94 cal,395 kJ,1 portion (57 g),54 cal,225 kJ,1 once (28 g),26 cal,111 kJ
Fish & Seafood,Rollmops,100g,171 cal,718 kJ,1 rollmops (65 g),111 cal,467 kJ,1 once (28 g),48 cal,201 kJ
Fish & Seafood,Saumon,100g,206 cal,865 kJ,1/2 filet (178 g),367 cal,1540 kJ,1 once (28 g),58 cal,242 kJ
Fish & Seafood,Sardines,100g,208 cal,874 kJ,1 tasse (149 g),310 cal,1302 kJ,1 once (28 g),58 cal,245 kJ
Fish & Seafood,Coquilles Saint-Jacques,100g,111 cal,466 kJ,1 scallop (10 g),11 cal,47 kJ,1 once (28 g),31 cal,130 kJ
Fish & Seafood,Scampi,100g,84 cal,353 kJ,1 scampi (10 g),8 cal,35 kJ,1 once (28 g),24 cal,99 kJ
Fish & Seafood,Bar,100g,124 cal,521 kJ,1 filet (124 g),154 cal,646 kJ,1 once (28 g),35 cal,146 kJ
Fish & Seafood,Shad,100g,252 cal,1058 kJ,1 filet (144 g),363 cal,1524 kJ,1 once (28 g),71 cal,296 kJ
Fish & Seafood,Requin,100g,130 cal,546 kJ,3 once (85 g),111 cal,464 kJ,1 once (28 g),36 cal,153 kJ
Fish & Seafood,Éperlan,100g,124 cal,521 kJ,3 once (85 g),105 cal,443 kJ,1 once (28 g),35 cal,146 kJ
Fish & Seafood,Sole,100g,86 cal,361 kJ,1 filet (127 g),109 cal,458 kJ,1 once (28 g),24 cal,101 kJ
Fish & Seafood,Calmar,100g,92 cal,386 kJ,1 once (28.4 g),26 cal,108 kJ,1 once (28 g),26 cal,108 kJ
Fish & Seafood,Sturgeon,100g,135 cal,567 kJ,1 tasse (136 g),184 cal,771 kJ,1 once (28 g),38 cal,159 kJ
Fish & Seafood,Sushi,100g,150 cal,630 kJ,1 part (26 g),39 cal,164 kJ,1 once (28 g),42 cal,176 kJ
Fish & Seafood,Espadon,100g,172 cal,722 kJ,1 part (106 g),182 cal,765 kJ,1 once (28 g),48 cal,202 kJ
Fish & Seafood,baliste,100g,93 cal,391 kJ,1 once (28.4 g),26 cal,109 kJ,1 once (28 g),26 cal,109 kJ
Fish & Seafood,Truite,100g,190 cal,798 kJ,1 filet (62 g),118 cal,495 kJ,1 once (28 g),53 cal,223 kJ
Fish & Seafood,Thon,100g,132 cal,554 kJ,1/2 filet (154 g),203 cal,853 kJ,1 once (28 g),37 cal,155 kJ
Fish & Seafood,Salade de thon,100g,187 cal,785 kJ,1 tasse (205 g),383 cal,1609 kJ,1 once (28 g),52 cal,220 kJ
Fish & Seafood,Turbot,100g,122 cal,512 kJ,1/2 filet (159 g),194 cal,814 kJ,1 once (28 g),34 cal,143 kJ
Fish & Seafood,Wahoo,100g,167 cal,701 kJ,1 portion (100 g),167 cal,701 kJ,1 once (28 g),47 cal,196 kJ
Fish & Seafood,Poisson blanc,100g,172 cal,722 kJ,1 filet (154 g),265 cal,1112 kJ,1 once (28 g),48 cal,202 kJ
Fish & Seafood,Merlan,100g,116 cal,487 kJ,1 filet (72 g),84 cal,351 kJ,1 once (28 g),32 cal,136 kJ
Fish & Seafood,Zander,100g,84 cal,353 kJ,1 filet (62 g),52 cal,219 kJ,1 once (28 g),24 cal,99 kJ
Fruits,Açaï,100g,70 cal,294 kJ,1 once (28.35 g),20 cal,82 kJ,1 once (28 g),20 cal,82 kJ
Fruits,Pomme,100g,52 cal,218 kJ,1 pomme (182 g),95 cal,397 kJ,1 once (28 g),15 cal,61 kJ
Fruits,Abricot,100g,48 cal,202 kJ,1 abricot (35 g),17 cal,71 kJ,1 once (28 g),13 cal,57 kJ
Fruits,Banane,100g,89 cal,374 kJ,1 banane (125 g),111 cal,468 kJ,1 once (28 g),25 cal,105 kJ
Fruits,Mûres,100g,43 cal,181 kJ,1 tasse (144 g),62 cal,261 kJ,1 once (28 g),12 cal,51 kJ
Fruits,Oranges sanguines,100g,50 cal,210 kJ,1 portion (140 g),70 cal,294 kJ,1 once (28 g),14 cal,59 kJ
Fruits,Myrtilles,100g,57 cal,239 kJ,1 tasse (148 g),84 cal,354 kJ,1 once (28 g),16 cal,67 kJ
Fruits,Cantaloupe,100g,34 cal,143 kJ,1 quartier (69 g),23 cal,99 kJ,1 once (28 g),10 cal,40 kJ
Fruits,Cerises,100g,50 cal,210 kJ,1 cerise (8 g),4 cal,17 kJ,1 once (28 g),14 cal,59 kJ
Fruits,Clementine,100g,47 cal,197 kJ,1 clementine (74 g),35 cal,146 kJ,1 once (28 g),13 cal,55 kJ
Fruits,Canneberges,100g,46 cal,193 kJ,1 tasse (100 g),46 cal,193 kJ,1 once (28 g),13 cal,54 kJ
Fruits,Groseilles,100g,56 cal,235 kJ,1 tasse (112 g),63 cal,263 kJ,1 once (28 g),16 cal,66 kJ
Fruits,Pomme à la crème,100g,101 cal,424 kJ,1 pomme (135 g),136 cal,572 kJ,1 once (28 g),28 cal,119 kJ
Fruits,Dattes,100g,282 cal,1184 kJ,1 datte (7.1 g),20 cal,83 kJ,1 once (28 g),79 cal,332 kJ
Fruits,Figues,100g,74 cal,311 kJ,1 figue (50 g),37 cal,156 kJ,1 once (28 g),21 cal,87 kJ
Fruits,Salade de fruit,100g,50 cal,210 kJ,1 tasse (249 g),125 cal,523 kJ,1 once (28 g),14 cal,59 kJ
Fruits,Raisins,100g,69 cal,290 kJ,1 tasse (151 g),104 cal,438 kJ,1 once (28 g),19 cal,81 kJ
Fruits,Prunier d'Italie,100g,41 cal,172 kJ,1 fruit (5 g),2 cal,9 kJ,1 once (28 g),11 cal,48 kJ
Fruits,Jujube,100g,79 cal,332 kJ,1 once (28.35 g),22 cal,93 kJ,1 once (28 g),22 cal,93 kJ
Fruits,Kiwi,100g,61 cal,256 kJ,1 kiwi (183 g),112 cal,468 kJ,1 once (28 g),17 cal,72 kJ
Fruits,Citron,100g,29 cal,122 kJ,1 citron (58 g),17 cal,71 kJ,1 once (28 g),8 cal,34 kJ
Fruits,Citron vert,100g,30 cal,126 kJ,1 citron (67 g),20 cal,84 kJ,1 once (28 g),8 cal,35 kJ
Fruits,Oranges mandarines,100g,53 cal,223 kJ,1 orange (88 g),47 cal,196 kJ,1 once (28 g),15 cal,62 kJ
Fruits,Minneola,100g,64 cal,269 kJ,1 minneola (109 g),70 cal,293 kJ,1 once (28 g),18 cal,75 kJ
Fruits,Nectarine,100g,44 cal,185 kJ,1 nectarine (150 g),66 cal,278 kJ,1 once (28 g),12 cal,52 kJ
Fruits,Olives,100g,115 cal,483 kJ,1 olive (2.7 g),2 cal,10 kJ,1 once (28 g),32 cal,135 kJ
Fruits,Orange,100g,47 cal,197 kJ,1 orange (131 g),62 cal,258 kJ,1 once (28 g),13 cal,55 kJ
Fruits,Papaye,100g,43 cal,181 kJ,1 fruit (500 g),215 cal,905 kJ,1 once (28 g),12 cal,51 kJ
Fruits,Pêche,100g,39 cal,164 kJ,1 pêche (150 g),59 cal,246 kJ,1 once (28 g),11 cal,46 kJ
Fruits,Poire,100g,57 cal,239 kJ,1 poire (178 g),101 cal,425 kJ,1 once (28 g),16 cal,67 kJ
Fruits,Kaki,100g,127 cal,533 kJ,1 fruit (25 g),32 cal,133 kJ,1 once (28 g),36 cal,149 kJ
Fruits,Physalis,100g,49 cal,206 kJ,1 fruit (5 g),2 cal,10 kJ,1 once (28 g),14 cal,58 kJ
Fruits,Prune,100g,46 cal,193 kJ,1 prune (66 g),30 cal,127 kJ,1 once (28 g),13 cal,54 kJ
Fruits,Coing,100g,57 cal,239 kJ,1 quince (92 g),52 cal,220 kJ,1 once (28 g),16 cal,67 kJ
Fruits,Raisins secs,100g,299 cal,1256 kJ,1 tasse (145 g),434 cal,1821 kJ,1 once (28 g),84 cal,352 kJ
Fruits,Ramboutan,100g,82 cal,344 kJ,1 rambutan (9 g),7 cal,31 kJ,1 once (28 g),23 cal,96 kJ
Fruits,Framboises,100g,52 cal,218 kJ,1 tasse (123 g),64 cal,268 kJ,1 once (28 g),15 cal,61 kJ
Fruits,Rhubarb,100g,21 cal,88 kJ,1 tige (51 g),11 cal,45 kJ,1 once (28 g),6 cal,25 kJ
Fruits,Fraises,100g,32 cal,134 kJ,1 tasse (152 g),49 cal,204 kJ,1 once (28 g),9 cal,38 kJ
Fruits,Mandarine,100g,53 cal,223 kJ,1 mandarine (88 g),47 cal,196 kJ,1 once (28 g),15 cal,62 kJ
Herbs & Spices,anis,100g,337 cal,1415 kJ,1 c. à café (2.1 g),7 cal,28 kJ,1 once (28 g),94 cal,396 kJ
Herbs & Spices,Graine d'anis,100g,337 cal,1415 kJ,1 c. à café (2.1 g),7 cal,28 kJ,1 once (28 g),94 cal,396 kJ
Herbs & Spices,La roquette,100g,25 cal,105 kJ,1 feuille (2 g),1 cal,2 kJ,1 once (28 g),7 cal,29 kJ
Herbs & Spices,Vinaigre balsamique,100ml,88 cal,370 kJ,1 c. à soupe (16 ml),14 cal,59 kJ,1 once (30 ml),26 cal,111 kJ
Herbs & Spices,Basilic,100g,233 cal,979 kJ,1 c. à café (0.7 g),0 cal,0 kJ,1 once (28 g),65 cal,274 kJ
Herbs & Spices,Poivre noir,100g,251 cal,1054 kJ,1 c. à café (2.4 g),5 cal,21 kJ,1 once (28 g),70 cal,295 kJ
Herbs & Spices,Graines de sésame noir,100g,573 cal,2407 kJ,1 c. à soupe (9 g),52 cal,217 kJ,1 once (28 g),160 cal,674 kJ
Herbs & Spices,Câpres,100g,23 cal,97 kJ,1 c. à soupe (8.6 g),2 cal,8 kJ,1 once (28 g),6 cal,27 kJ
Herbs & Spices,Graines de carvi,100g,333 cal,1399 kJ,1 c. à soupe (6.7 g),20 cal,84 kJ,1 once (28 g),93 cal,392 kJ
Herbs & Spices,Cardamome,100g,311 cal,1306 kJ,1 c. à soupe (5.8 g),16 cal,65 kJ,1 once (28 g),87 cal,366 kJ
Herbs & Spices,Manioc,100g,160 cal,672 kJ,1 racine (408 g),653 cal,2742 kJ,1 once (28 g),45 cal,188 kJ
Herbs & Spices,Poivre de Cayenne,100g,318 cal,1336 kJ,1 c. à café (1.8 g),3 cal,13 kJ,1 once (28 g),89 cal,374 kJ
Herbs & Spices,Feuilles de chicorée,100g,23 cal,97 kJ,1 tasse (29 g),7 cal,28 kJ,1 once (28 g),6 cal,27 kJ
Herbs & Spices,Racines de chicorée,100g,72 cal,302 kJ,1 racine (60 g),43 cal,181 kJ,1 once (28 g),20 cal,85 kJ
Herbs & Spices,Chili,100g,282 cal,1184 kJ,1 c. à soupe (8 g),23 cal,95 kJ,1 once (28 g),79 cal,332 kJ
Herbs & Spices,Poudre de piment,100g,282 cal,1184 kJ,1 c. à café (2.7 g),6 cal,24 kJ,1 once (28 g),79 cal,332 kJ
Herbs & Spices,Ciboulette,100g,30 cal,126 kJ,1 c. à soupe (3 g),1 cal,4 kJ,1 once (28 g),8 cal,35 kJ
Herbs & Spices,Vinaigre de cidre,100ml,21 cal,88 kJ,1 c. à soupe (14 ml),3 cal,12 kJ,1 once (30 ml),6 cal,26 kJ
Herbs & Spices,Cannelle,100g,247 cal,1037 kJ,1 c. à soupe (7.9 g),17 cal,73 kJ,1 once (28 g),69 cal,290 kJ
Herbs & Spices,Clous de girofle,100g,274 cal,1151 kJ,1 c. à soupe (6.5 g),16 cal,69 kJ,1 once (28 g),77 cal,322 kJ
Herbs & Spices,Coriandre,100g,23 cal,97 kJ,1/4 tasse (4 g),1 cal,4 kJ,1 once (28 g),6 cal,27 kJ
Herbs & Spices,Crème de tartre,100g,258 cal,1084 kJ,1 c. à café (3 g),8 cal,33 kJ,1 once (28 g),72 cal,304 kJ
Herbs & Spices,Cress,100g,32 cal,134 kJ,1 sprig (1 g),0 cal,1 kJ,1 once (28 g),9 cal,38 kJ
Herbs & Spices,Gingembre cristallisé,100g,335 cal,1407 kJ,1 c. à soupe (5.2 g),17 cal,70 kJ,1 once (28 g),94 cal,394 kJ
Herbs & Spices,Cumin,100g,375 cal,1575 kJ,1 c. à soupe (6 g),23 cal,95 kJ,1 once (28 g),105 cal,441 kJ
Herbs & Spices,Graine de cumin,100g,375 cal,1575 kJ,1 c. à soupe (6 g),23 cal,95 kJ,1 once (28 g),105 cal,441 kJ
Herbs & Spices,Curry,100g,325 cal,1365 kJ,1 c. à soupe (6.3 g),20 cal,82 kJ,1 once (28 g),91 cal,382 kJ
Herbs & Spices,Pissenlit,100g,45 cal,189 kJ,1 tasse (55 g),25 cal,104 kJ,1 once (28 g),13 cal,53 kJ
Herbs & Spices,Aneth,100g,43 cal,181 kJ,5 sprigs (1 g),0 cal,2 kJ,1 once (28 g),12 cal,51 kJ
Herbs & Spices,fenouil,100g,31 cal,130 kJ,1 bulbe (234 g),73 cal,304 kJ,1 once (28 g),9 cal,36 kJ
Herbs & Spices,Graines de fenouil,100g,345 cal,1449 kJ,1 c. à café (2 g),7 cal,29 kJ,1 once (28 g),97 cal,406 kJ
Herbs & Spices,Fenugrec,100g,323 cal,1357 kJ,1 c. à soupe (11.1 g),36 cal,149 kJ,1 once (28 g),90 cal,380 kJ
Herbs & Spices,Ail en poudre,100g,331 cal,1390 kJ,1 c. à café (3.1 g),10 cal,42 kJ,1 once (28 g),93 cal,389 kJ
Herbs & Spices,Sel d'ail,100g,0 cal,0 kJ,1/4 c. à café (1 g),0 cal,0 kJ,1 once (28 g),0 cal,0 kJ
Herbs & Spices,Gingembre,100g,80 cal,336 kJ,1 c. à café (2 g),2 cal,7 kJ,1 once (28 g),22 cal,94 kJ
Herbs & Spices,Feuilles de vigne,100g,93 cal,391 kJ,1 feuille (3 g),3 cal,12 kJ,1 once (28 g),26 cal,109 kJ
Herbs & Spices,Gingembre moulu,100g,335 cal,1407 kJ,1 c. à soupe (5.2 g),17 cal,70 kJ,1 once (28 g),94 cal,394 kJ
Herbs & Spices,Raifort,100g,48 cal,202 kJ,1 c. à soupe (15 g),7 cal,30 kJ,1 once (28 g),13 cal,57 kJ
Herbs & Spices,Piment fort,100g,318 cal,1336 kJ,1 c. à café (1.8 g),3 cal,13 kJ,1 once (28 g),89 cal,374 kJ
Herbs & Spices,Sel iodé,100g,0 cal,0 kJ,1 c. à soupe (18 g),0 cal,0 kJ,1 once (28 g),0 cal,0 kJ
Herbs & Spices,Jalapeno,100g,13 cal,55 kJ,1 once (30 g),4 cal,17 kJ,1 once (28 g),4 cal,15 kJ
